country1,country2,field,year,num_articles,complete
Denmark,United States,Chip design and fabrication,2024,33,False
Denmark,United States,Chip design and fabrication,2017,27,True
Denmark,United States,Chip design and fabrication,2022,29,True
Denmark,United States,Chip design and fabrication,2023,33,True
Denmark,United States,Chip design and fabrication,2021,28,True
Denmark,United States,Chip design and fabrication,2016,25,True
Denmark,United States,Chip design and fabrication,2018,29,True
Denmark,United States,Chip design and fabrication,2015,28,True
Egypt,United States,Chip design and fabrication,2015,42,True
Egypt,United States,Chip design and fabrication,2023,25,True
Egypt,United States,Chip design and fabrication,2019,25,True
Egypt,United States,Chip design and fabrication,2020,26,True
Egypt,United States,Chip design and fabrication,2022,25,True
Egypt,United States,Chip design and fabrication,2016,41,True
Egypt,United States,Chip design and fabrication,2017,26,True
Finland,United States,Chip design and fabrication,2017,43,True
Finland,United States,Chip design and fabrication,2022,27,True
Finland,United States,Chip design and fabrication,2015,35,True
Finland,United States,Chip design and fabrication,2016,42,True
Finland,United States,Chip design and fabrication,2021,26,True
Finland,United States,Chip design and fabrication,2018,30,True
Finland,United States,Chip design and fabrication,2019,26,True
Finland,United States,Chip design and fabrication,2020,29,True
France,United States,Chip design and fabrication,2015,191,True
France,United States,Chip design and fabrication,2020,166,True
France,United States,Chip design and fabrication,2017,161,True
France,United States,Chip design and fabrication,2019,139,True
France,United States,Chip design and fabrication,2022,129,True
France,United States,Chip design and fabrication,2021,174,True
France,United States,Chip design and fabrication,2025,54,False
France,United States,Chip design and fabrication,2016,196,True
France,United States,Chip design and fabrication,2018,165,True
France,United States,Chip design and fabrication,2024,119,False
France,United States,Chip design and fabrication,2023,136,True
Germany,United States,Chip design and fabrication,2020,287,True
Germany,United States,Chip design and fabrication,2021,260,True
Germany,United States,Chip design and fabrication,2015,264,True
Germany,United States,Chip design and fabrication,2024,251,False
Germany,United States,Chip design and fabrication,2017,277,True
Germany,United States,Chip design and fabrication,2018,268,True
Germany,United States,Chip design and fabrication,2019,285,True
Germany,United States,Chip design and fabrication,2016,256,True
Germany,United States,Chip design and fabrication,2022,256,True
Germany,United States,Chip design and fabrication,2025,144,False
Germany,United States,Chip design and fabrication,2023,282,True
Greece,United States,Chip design and fabrication,2021,25,True
Greece,United States,Chip design and fabrication,2019,25,True
Greece,United States,Chip design and fabrication,2015,27,True
Greece,United States,Chip design and fabrication,2020,31,True
Greece,United States,Chip design and fabrication,2018,25,True
India,United States,Chip design and fabrication,2018,143,True
India,United States,Chip design and fabrication,2021,170,True
India,United States,Chip design and fabrication,2024,223,False
India,United States,Chip design and fabrication,2020,174,True
India,United States,Chip design and fabrication,2019,161,True
India,United States,Chip design and fabrication,2017,120,True
India,United States,Chip design and fabrication,2022,201,True
India,United States,Chip design and fabrication,2015,116,True
India,United States,Chip design and fabrication,2025,135,False
India,United States,Chip design and fabrication,2023,223,True
India,United States,Chip design and fabrication,2016,127,True
Iran,United States,Chip design and fabrication,2016,36,True
Iran,United States,Chip design and fabrication,2024,25,False
Iran,United States,Chip design and fabrication,2021,37,True
Iran,United States,Chip design and fabrication,2020,48,True
Iran,United States,Chip design and fabrication,2019,44,True
Iran,United States,Chip design and fabrication,2015,36,True
Iran,United States,Chip design and fabrication,2017,47,True
Iran,United States,Chip design and fabrication,2018,58,True
Iran,United States,Chip design and fabrication,2022,31,True
Ireland,United States,Chip design and fabrication,2023,25,True
Ireland,United States,Chip design and fabrication,2020,36,True
Ireland,United States,Chip design and fabrication,2021,34,True
Ireland,United States,Chip design and fabrication,2017,35,True
Ireland,United States,Chip design and fabrication,2022,38,True
Ireland,United States,Chip design and fabrication,2018,38,True
Ireland,United States,Chip design and fabrication,2019,26,True
Ireland,United States,Chip design and fabrication,2016,32,True
Israel,United States,Chip design and fabrication,2022,46,True
Israel,United States,Chip design and fabrication,2023,41,True
Israel,United States,Chip design and fabrication,2015,63,True
Israel,United States,Chip design and fabrication,2016,43,True
Israel,United States,Chip design and fabrication,2017,47,True
Israel,United States,Chip design and fabrication,2020,49,True
Israel,United States,Chip design and fabrication,2019,50,True
Israel,United States,Chip design and fabrication,2024,55,False
Israel,United States,Chip design and fabrication,2021,50,True
Israel,United States,Chip design and fabrication,2018,51,True
Italy,United States,Chip design and fabrication,2017,162,True
Italy,United States,Chip design and fabrication,2021,132,True
Italy,United States,Chip design and fabrication,2022,140,True
Italy,United States,Chip design and fabrication,2018,143,True
Italy,United States,Chip design and fabrication,2025,79,False
Italy,United States,Chip design and fabrication,2024,147,False
Italy,United States,Chip design and fabrication,2019,149,True
Italy,United States,Chip design and fabrication,2020,133,True
Italy,United States,Chip design and fabrication,2023,164,True
Italy,United States,Chip design and fabrication,2016,153,True
Italy,United States,Chip design and fabrication,2015,148,True
Japan,United States,Chip design and fabrication,2021,204,True
Japan,United States,Chip design and fabrication,2023,211,True
Japan,United States,Chip design and fabrication,2017,224,True
Japan,United States,Chip design and fabrication,2020,227,True
Japan,United States,Chip design and fabrication,2018,251,True
Japan,United States,Chip design and fabrication,2024,196,False
Japan,United States,Chip design and fabrication,2022,191,True
Japan,United States,Chip design and fabrication,2016,232,True
Japan,United States,Chip design and fabrication,2025,90,False
Japan,United States,Chip design and fabrication,2019,225,True
Japan,United States,Chip design and fabrication,2015,236,True
Malaysia,United States,Chip design and fabrication,2018,25,True
Mexico,United States,Chip design and fabrication,2018,25,True
Mexico,United States,Chip design and fabrication,2021,27,True
Mexico,United States,Chip design and fabrication,2020,25,True
Mexico,United States,Chip design and fabrication,2017,39,True
Mexico,United States,Chip design and fabrication,2019,26,True
Netherlands,United States,Chip design and fabrication,2015,48,True
Netherlands,United States,Chip design and fabrication,2020,84,True
Netherlands,United States,Chip design and fabrication,2017,89,True
Netherlands,United States,Chip design and fabrication,2016,71,True
Netherlands,United States,Chip design and fabrication,2018,100,True
Netherlands,United States,Chip design and fabrication,2023,103,True
Netherlands,United States,Chip design and fabrication,2021,98,True
Netherlands,United States,Chip design and fabrication,2022,68,True
Netherlands,United States,Chip design and fabrication,2019,87,True
Netherlands,United States,Chip design and fabrication,2024,80,False
Netherlands,United States,Chip design and fabrication,2025,34,False
Norway,United States,Chip design and fabrication,2024,25,False
Poland,United States,Chip design and fabrication,2019,26,True
Poland,United States,Chip design and fabrication,2020,27,True
Poland,United States,Chip design and fabrication,2016,34,True
Poland,United States,Chip design and fabrication,2018,25,True
Portugal,United States,Chip design and fabrication,2018,25,True
Russia,United States,Chip design and fabrication,2021,29,True
Russia,United States,Chip design and fabrication,2022,26,True
Russia,United States,Chip design and fabrication,2017,51,True
Russia,United States,Chip design and fabrication,2020,46,True
Russia,United States,Chip design and fabrication,2019,49,True
Russia,United States,Chip design and fabrication,2018,37,True
Russia,United States,Chip design and fabrication,2015,44,True
Russia,United States,Chip design and fabrication,2016,51,True
Saudi Arabia,United States,Chip design and fabrication,2017,36,True
Saudi Arabia,United States,Chip design and fabrication,2020,74,True
Saudi Arabia,United States,Chip design and fabrication,2019,61,True
Saudi Arabia,United States,Chip design and fabrication,2025,43,False
Saudi Arabia,United States,Chip design and fabrication,2024,72,False
Saudi Arabia,United States,Chip design and fabrication,2016,52,True
Saudi Arabia,United States,Chip design and fabrication,2015,40,True
Saudi Arabia,United States,Chip design and fabrication,2022,60,True
Saudi Arabia,United States,Chip design and fabrication,2018,51,True
Saudi Arabia,United States,Chip design and fabrication,2023,73,True
Saudi Arabia,United States,Chip design and fabrication,2021,64,True
Singapore,United States,Chip design and fabrication,2021,102,True
Singapore,United States,Chip design and fabrication,2018,101,True
Singapore,United States,Chip design and fabrication,2016,98,True
Singapore,United States,Chip design and fabrication,2023,90,True
Singapore,United States,Chip design and fabrication,2025,73,False
Singapore,United States,Chip design and fabrication,2024,94,False
Singapore,United States,Chip design and fabrication,2015,92,True
Singapore,United States,Chip design and fabrication,2017,115,True
Singapore,United States,Chip design and fabrication,2020,98,True
Singapore,United States,Chip design and fabrication,2019,119,True
Singapore,United States,Chip design and fabrication,2022,104,True
South Korea,United States,Chip design and fabrication,2022,313,True
South Korea,United States,Chip design and fabrication,2019,313,True
South Korea,United States,Chip design and fabrication,2023,333,True
South Korea,United States,Chip design and fabrication,2015,308,True
South Korea,United States,Chip design and fabrication,2017,304,True
South Korea,United States,Chip design and fabrication,2016,283,True
South Korea,United States,Chip design and fabrication,2018,288,True
South Korea,United States,Chip design and fabrication,2020,299,True
South Korea,United States,Chip design and fabrication,2024,365,False
South Korea,United States,Chip design and fabrication,2021,309,True
South Korea,United States,Chip design and fabrication,2025,247,False
Spain,United States,Chip design and fabrication,2023,77,True
Spain,United States,Chip design and fabrication,2022,75,True
Spain,United States,Chip design and fabrication,2018,80,True
Spain,United States,Chip design and fabrication,2015,97,True
Spain,United States,Chip design and fabrication,2017,95,True
Spain,United States,Chip design and fabrication,2019,94,True
Spain,United States,Chip design and fabrication,2020,103,True
Spain,United States,Chip design and fabrication,2016,86,True
Spain,United States,Chip design and fabrication,2021,89,True
Spain,United States,Chip design and fabrication,2024,75,False
Sweden,United States,Chip design and fabrication,2019,54,True
Sweden,United States,Chip design and fabrication,2022,31,True
Sweden,United States,Chip design and fabrication,2016,62,True
Sweden,United States,Chip design and fabrication,2017,52,True
Sweden,United States,Chip design and fabrication,2024,53,False
Sweden,United States,Chip design and fabrication,2015,32,True
Sweden,United States,Chip design and fabrication,2020,45,True
Sweden,United States,Chip design and fabrication,2021,47,True
Sweden,United States,Chip design and fabrication,2023,44,True
Sweden,United States,Chip design and fabrication,2018,48,True
Switzerland,United States,Chip design and fabrication,2025,49,False
Switzerland,United States,Chip design and fabrication,2015,114,True
Switzerland,United States,Chip design and fabrication,2019,162,True
Switzerland,United States,Chip design and fabrication,2022,123,True
Switzerland,United States,Chip design and fabrication,2017,151,True
Switzerland,United States,Chip design and fabrication,2024,119,False
Switzerland,United States,Chip design and fabrication,2023,123,True
Switzerland,United States,Chip design and fabrication,2020,161,True
Switzerland,United States,Chip design and fabrication,2016,125,True
Switzerland,United States,Chip design and fabrication,2018,154,True
Switzerland,United States,Chip design and fabrication,2021,146,True
Taiwan,United States,Chip design and fabrication,2018,147,True
Taiwan,United States,Chip design and fabrication,2021,165,True
Taiwan,United States,Chip design and fabrication,2016,172,True
Taiwan,United States,Chip design and fabrication,2015,146,True
Taiwan,United States,Chip design and fabrication,2025,100,False
Taiwan,United States,Chip design and fabrication,2022,163,True
Taiwan,United States,Chip design and fabrication,2019,195,True
Taiwan,United States,Chip design and fabrication,2023,148,True
Taiwan,United States,Chip design and fabrication,2024,177,False
Taiwan,United States,Chip design and fabrication,2020,170,True
Taiwan,United States,Chip design and fabrication,2017,160,True
Turkey,United States,Chip design and fabrication,2024,28,False
Turkey,United States,Chip design and fabrication,2019,36,True
Turkey,United States,Chip design and fabrication,2021,34,True
Turkey,United States,Chip design and fabrication,2023,29,True
Turkey,United States,Chip design and fabrication,2017,33,True
Turkey,United States,Chip design and fabrication,2016,32,True
