country,field,year,num_patent_granted,complete
Indonesia,Industry and Manufacturing,2016,0,True
Morocco,Life Sciences,2016,0,True
Sweden,Life Sciences,2021,3,False
Luxembourg,Life Sciences,2016,0,True
Mexico,Life Sciences,2020,19,False
Serbia,Life Sciences,2015,0,True
South Africa,Life Sciences,2020,0,False
France,Life Sciences,2015,7,True
New Zealand,Life Sciences,2021,0,False
Italy,Life Sciences,2020,7,False
Spain,Life Sciences,2022,11,False
Brazil,Life Sciences,2015,10,True
Czechia,Life Sciences,2022,0,False
Denmark,Life Sciences,2018,9,True
Lithuania,Life Sciences,2022,0,False
Austria,Life Sciences,2022,0,False
Austria,Personal Devices and Computing,2017,1,True
United Kingdom,Personal Devices and Computing,2021,64,False
France,Personal Devices and Computing,2018,68,True
Israel,Personal Devices and Computing,2017,9,True
Croatia,Personal Devices and Computing,2018,0,True
Italy,Personal Devices and Computing,2016,1,True
Poland,Personal Devices and Computing,2015,4,True
Brazil,Personal Devices and Computing,2015,19,True
Belgium,Personal Devices and Computing,2018,3,True
Denmark,Physical Sciences and Engineering,2016,1,True
Brazil,Physical Sciences and Engineering,2015,5,True
European Patent Organization,Physical Sciences and Engineering,2016,1,True
United Kingdom,Physical Sciences and Engineering,2024,0,False
Malaysia,Physical Sciences and Engineering,2018,1,True
Morocco,Physical Sciences and Engineering,2022,0,False
United States,Physical Sciences and Engineering,2020,313,False
Philippines,Security,2019,1,False
Ukraine,Security,2018,0,True
Australia,Security,2023,0,False
Finland,Security,2017,1,True
Taiwan,Security,2015,0,True
Taiwan,Security,2018,11,True
Uruguay,Security,2020,0,False
United States,Security,2015,193,True
United States,Security,2024,2,False
Greece,Security,2015,0,True
Romania,Telecommunications,2021,0,False
Norway,Telecommunications,2018,3,True
Netherlands,Telecommunications,2022,6,False
Poland,Telecommunications,2021,1,False
Peru,Telecommunications,2023,0,False
Japan,Telecommunications,2017,291,True
United Kingdom,Telecommunications,2023,9,False
Malaysia,Telecommunications,2018,0,True
Morocco,Telecommunications,2021,0,False
Austria,Transportation,2015,0,True
Austria,Transportation,2018,4,True
Australia,Transportation,2016,18,True
Netherlands,Transportation,2022,2,False
New Zealand,Transportation,2020,1,False
Greece,Transportation,2016,0,True
Lithuania,Transportation,2015,0,True
International Bureau of WIPO,Agriculture,2018,0,True
Greece,Agriculture,2022,2,False
Sweden,Agriculture,2020,2,False
Iran,Agriculture,2018,0,True
Peru,Agriculture,2017,0,True
Belgium,Agriculture,2023,0,False
India,All,2015,68,True
Canada,All,2018,541,True
Spain,All,2020,75,False
Malaysia,All,2022,2,False
Greece,All,2022,12,False
New Zealand,All,2016,4,True
Norway,All,2016,2,True
Sweden,All,2020,19,False
Australia,Banking and Finance,2016,8,True
United States,Banking and Finance,2017,412,True
Philippines,Banking and Finance,2019,2,False
Denmark,Banking and Finance,2020,0,False
Belgium,Banking and Finance,2021,0,False
Belgium,Banking and Finance,2022,0,False
Germany,Banking and Finance,2018,18,True
Germany,Banking and Finance,2022,4,False
Bulgaria,Banking and Finance,2020,0,False
Lithuania,Banking and Finance,2017,1,True
Brazil,Business,2015,5,True
Poland,Business,2023,0,False
Norway,Business,2016,0,True
Slovakia,Business,2021,0,False
Belgium,Business,2023,1,False
Morocco,Business,2018,0,True
Spain,Business,2022,1,False
European Patent Organization,Business,2016,5,True
Germany,Business,2020,19,False
Ukraine,Business,2021,0,False
New Zealand,Business,2021,0,False
Bulgaria,Business,2020,0,False
France,Business,2020,11,False
France,Business,2022,2,False
Finland,Business,2023,0,False
Finland,Energy Management,2019,1,False
Singapore,Energy Management,2020,0,False
Japan,Energy Management,2016,40,True
Italy,Energy Management,2015,0,True
Greece,Energy Management,2022,0,False
Taiwan,Energy Management,2022,5,False
Serbia,Energy Management,2018,0,True
Finland,Industry and Manufacturing,2023,0,False
Bulgaria,Industry and Manufacturing,2022,0,False
Slovakia,Industry and Manufacturing,2021,0,False
Spain,Industry and Manufacturing,2015,5,True
Argentina,Industry and Manufacturing,2018,1,True
United Kingdom,Industry and Manufacturing,2022,7,False
Germany,Industry and Manufacturing,2020,76,False
United States,Industry and Manufacturing,2019,479,False
Ukraine,Industry and Manufacturing,2023,0,False
European Patent Organization,Industry and Manufacturing,2018,19,True
Peru,Industry and Manufacturing,2016,0,True
Netherlands,Life Sciences,2020,4,False
Russia,Life Sciences,2015,14,True
Belgium,Life Sciences,2022,2,False
Bulgaria,Life Sciences,2019,0,False
New Zealand,Life Sciences,2015,3,True
India,Life Sciences,2015,15,True
International Bureau of WIPO,Life Sciences,2015,2,True
Czechia,Life Sciences,2017,0,True
United Kingdom,Personal Devices and Computing,2019,149,False
Sweden,Personal Devices and Computing,2022,4,False
Sri Lanka,Personal Devices and Computing,2016,0,True
Belgium,Personal Devices and Computing,2019,0,False
Brazil,Physical Sciences and Engineering,2020,5,False
Russia,Physical Sciences and Engineering,2021,3,False
Belgium,Physical Sciences and Engineering,2017,0,True
Finland,Physical Sciences and Engineering,2023,0,False
Japan,Physical Sciences and Engineering,2021,91,False
Peru,Physical Sciences and Engineering,2023,0,False
Bulgaria,Physical Sciences and Engineering,2019,0,False
Morocco,Physical Sciences and Engineering,2015,0,True
Turkey,Physical Sciences and Engineering,2017,0,True
United States,Physical Sciences and Engineering,2024,0,False
Morocco,Security,2020,0,False
Saudi Arabia,Security,2022,0,False
Indonesia,Security,2016,0,True
Romania,Security,2017,0,True
San Marino,Security,2018,0,True
Austria,Security,2016,1,True
Switzerland,Telecommunications,2017,0,True
Italy,Telecommunications,2016,1,True
France,Telecommunications,2020,36,False
Lithuania,Telecommunications,2022,1,False
Taiwan,Telecommunications,2021,42,False
Taiwan,Telecommunications,2022,27,False
United Kingdom,Telecommunications,2022,35,False
Spain,Telecommunications,2020,11,False
Mexico,Telecommunications,2020,17,False
Finland,Transportation,2019,2,False
New Zealand,Transportation,2017,0,True
New Zealand,Transportation,2019,0,False
Israel,Transportation,2016,1,True
Poland,Agriculture,2021,1,False
Portugal,Agriculture,2021,0,False
Romania,Agriculture,2019,0,False
Netherlands,Agriculture,2017,0,True
Australia,Agriculture,2022,0,False
Japan,Agriculture,2024,0,False
Slovenia,Agriculture,2016,0,True
Slovenia,Agriculture,2018,1,True
Austria,Agriculture,2020,0,False
India,All,2019,8,False
Uruguay,All,2017,1,True
Turkey,All,2021,3,False
Chile,All,2015,2,True
China (mainland),All,2019,26932,False
Singapore,All,2018,145,True
Singapore,All,2019,111,False
World Intellectual Property Organization (WIPO),Banking and Finance,2022,1,False
United States,Banking and Finance,2021,316,False
Malaysia,Banking and Finance,2019,1,False
Russia,Banking and Finance,2017,7,True
Austria,Banking and Finance,2015,0,True
Sweden,Banking and Finance,2022,4,False
Switzerland,Banking and Finance,2020,0,False
Taiwan,Banking and Finance,2016,1,True
Taiwan,Banking and Finance,2020,6,False
Romania,Banking and Finance,2023,0,False
Peru,Banking and Finance,2016,0,True
Israel,Banking and Finance,2023,0,False
Poland,Business,2021,2,False
Japan,Business,2015,57,True
Japan,Business,2024,0,False
Hungary,Business,2020,2,False
World Intellectual Property Organization (WIPO),Business,2019,10,False
Germany,Business,2019,21,False
Singapore,Business,2018,16,True
Singapore,Business,2020,8,False
Bulgaria,Business,2022,0,False
Estonia,Business,2022,0,False
Romania,Business,2021,0,False
Singapore,Energy Management,2016,1,True
Netherlands,Energy Management,2022,4,False
Japan,Energy Management,2023,5,False
Argentina,Energy Management,2017,1,True
South Africa,Energy Management,2020,0,False
Austria,Energy Management,2018,1,True
Austria,Energy Management,2023,1,False
Morocco,Energy Management,2021,1,False
Saudi Arabia,Energy Management,2022,0,False
Portugal,Industry and Manufacturing,2015,0,True
Portugal,Industry and Manufacturing,2021,1,False
Netherlands,Industry and Manufacturing,2022,3,False
Italy,Industry and Manufacturing,2018,3,True
Germany,Industry and Manufacturing,2017,37,True
Norway,Industry and Manufacturing,2017,0,True
Canada,Industry and Manufacturing,2019,39,False
Malaysia,Industry and Manufacturing,2015,1,True
Israel,Life Sciences,2015,2,True
Luxembourg,Life Sciences,2022,7,False
Russia,Life Sciences,2016,30,True
Taiwan,Life Sciences,2015,10,True
Switzerland,Life Sciences,2020,0,False
Norway,Life Sciences,2020,1,False
Germany,Life Sciences,2022,48,False
Denmark,Life Sciences,2017,12,True
Austria,Personal Devices and Computing,2021,5,False
Israel,Personal Devices and Computing,2015,7,True
Morocco,Personal Devices and Computing,2018,1,True
Bulgaria,Personal Devices and Computing,2019,0,False
Poland,Personal Devices and Computing,2017,11,True
Singapore,Personal Devices and Computing,2017,39,True
Australia,Personal Devices and Computing,2022,17,False
Portugal,Personal Devices and Computing,2017,3,True
New Zealand,Personal Devices and Computing,2022,0,False
Mexico,Physical Sciences and Engineering,2022,0,False
Belgium,Physical Sciences and Engineering,2022,3,False
Hungary,Physical Sciences and Engineering,2020,0,False
European Patent Organization,Physical Sciences and Engineering,2023,1,False
Finland,Physical Sciences and Engineering,2020,1,False
Peru,Physical Sciences and Engineering,2016,1,True
Canada,Physical Sciences and Engineering,2018,52,True
Latvia,Physical Sciences and Engineering,2020,0,False
Spain,Physical Sciences and Engineering,2018,5,True
South Korea,Physical Sciences and Engineering,2015,9,True
Bulgaria,Physical Sciences and Engineering,2017,0,True
Taiwan,Physical Sciences and Engineering,2024,0,False
Switzerland,Security,2016,1,True
South Africa,Security,2024,0,False
United States,Security,2017,586,True
United States,Security,2020,933,False
Austria,Security,2023,0,False
Czechia,Security,2020,0,False
Czechia,Telecommunications,2022,0,False
Slovakia,Telecommunications,2023,0,False
South Korea,Telecommunications,2015,58,True
United Kingdom,Telecommunications,2015,18,True
Slovenia,Telecommunications,2015,0,True
New Zealand,Telecommunications,2017,4,True
New Zealand,Telecommunications,2020,1,False
New Zealand,Transportation,2016,1,True
Luxembourg,Transportation,2021,0,False
Portugal,Transportation,2015,1,True
Turkey,Agriculture,2018,0,True
Portugal,Agriculture,2016,0,True
Norway,Agriculture,2022,0,False
Norway,Agriculture,2023,0,False
Russia,Agriculture,2017,5,True
Italy,Agriculture,2017,1,True
Luxembourg,Agriculture,2016,0,True
United States,Agriculture,2020,144,False
European Patent Organization,Agriculture,2017,9,True
European Patent Organization,Agriculture,2020,3,False
Canada,Agriculture,2019,21,False
Morocco,Agriculture,2016,0,True
Ukraine,All,2016,4,True
Bulgaria,All,2017,2,True
Bulgaria,All,2022,2,False
Malaysia,All,2017,27,True
South Africa,All,2020,3,False
Denmark,All,2015,21,True
Portugal,All,2021,3,False
China (mainland),All,2017,8564,True
Israel,All,2019,10,False
Israel,All,2023,2,False
Hungary,Banking and Finance,2017,0,True
United States,Banking and Finance,2020,637,False
Italy,Banking and Finance,2015,0,True
Slovenia,Banking and Finance,2015,1,True
Ukraine,Banking and Finance,2019,0,False
United Kingdom,Banking and Finance,2024,1,False
Norway,Banking and Finance,2021,0,False
South Africa,Business,2024,0,False
Sweden,Business,2020,2,False
Philippines,Business,2017,1,True
Italy,Business,2016,1,True
Argentina,Business,2022,0,False
Slovenia,Business,2022,0,False
Lithuania,Energy Management,2020,1,False
Belgium,Energy Management,2016,1,True
Poland,Energy Management,2016,0,True
Malaysia,Energy Management,2016,0,True
Malaysia,Energy Management,2017,1,True
Japan,Energy Management,2020,98,False
China (mainland),Energy Management,2019,1066,False
Mexico,Energy Management,2016,2,True
Romania,Energy Management,2023,0,False
Norway,Energy Management,2020,0,False
Greece,Energy Management,2016,0,True
Jordan,Energy Management,2021,0,False
United States,Industry and Manufacturing,2021,228,False
Ukraine,Industry and Manufacturing,2021,0,False
Hungary,Industry and Manufacturing,2016,3,True
China (mainland),Industry and Manufacturing,2022,3539,False
Austria,Industry and Manufacturing,2019,0,False
Canada,Industry and Manufacturing,2020,41,False
Morocco,Life Sciences,2017,0,True
Bulgaria,Life Sciences,2023,0,False
Argentina,Life Sciences,2019,1,False
South Korea,Personal Devices and Computing,2019,1735,False
Russia,Personal Devices and Computing,2021,13,False
Netherlands,Personal Devices and Computing,2017,1,True
Taiwan,Personal Devices and Computing,2021,95,False
Romania,Personal Devices and Computing,2023,0,False
Switzerland,Personal Devices and Computing,2020,1,False
Kenya,Physical Sciences and Engineering,2016,0,True
Brazil,Physical Sciences and Engineering,2018,14,True
Netherlands,Physical Sciences and Engineering,2015,0,True
Israel,Physical Sciences and Engineering,2018,0,True
European Patent Organization,Physical Sciences and Engineering,2018,14,True
Malaysia,Physical Sciences and Engineering,2016,0,True
Austria,Physical Sciences and Engineering,2023,0,False
New Zealand,Physical Sciences and Engineering,2021,1,False
Lithuania,Physical Sciences and Engineering,2017,0,True
United States,Physical Sciences and Engineering,2017,209,True
Slovakia,Security,2023,0,False
Brazil,Security,2021,3,False
Taiwan,Security,2022,5,False
South Korea,Security,2019,339,False
China (mainland),Security,2017,202,True
Israel,Security,2023,0,False
Denmark,Security,2018,2,True
Greece,Security,2023,1,False
Argentina,Security,2018,0,True
Czechia,Security,2023,0,False
Japan,Security,2019,97,False
Serbia,Telecommunications,2017,0,True
Czechia,Telecommunications,2017,0,True
Norway,Telecommunications,2022,1,False
Slovakia,Telecommunications,2021,0,False
Netherlands,Telecommunications,2015,1,True
World Intellectual Property Organization (WIPO),Telecommunications,2016,2,True
Japan,Telecommunications,2019,439,False
South Korea,Telecommunications,2018,630,True
