country,field,year,num_articles,complete
Latvia,All,2018,71,True
Haiti,All,2018,1,True
Azerbaijan,All,2019,46,True
Brunei Darussalam,All,2017,16,True
Brunei Darussalam,All,2023,128,True
Bangladesh,All,2018,654,True
Armenia,All,2017,27,True
Sri Lanka,All,2025,289,False
Tajikistan,All,2023,5,True
Botswana,All,2022,31,True
Turkey,All,2015,1356,True
Namibia,All,2017,5,True
Namibia,All,2025,16,False
Timor-Leste,All,2021,4,True
Sudan,All,2019,66,True
Sudan,All,2022,80,True
Trinidad and Tobago,All,2024,32,False
Tonga,All,2023,1,True
Guyana,All,2020,1,True
Indonesia,All,2015,859,True
Indonesia,All,2021,4559,True
Cyprus,Computer Vision,2022,68,True
Bangladesh,Computer Vision,2020,480,True
Philippines,Computer Vision,2017,70,True
Bulgaria,Computer Vision,2024,114,False
Uzbekistan,Computer Vision,2021,37,True
Libya,Computer Vision,2025,8,False
Thailand,Computer Vision,2018,290,True
Kosovo,Computer Vision,2025,3,False
Iran,Computer Vision,2023,784,True
ASEAN,Computer Vision,2024,5932,False
Syria,Computer Vision,2021,17,True
Equatorial Guinea,Computer Vision,2022,1,True
Pakistan,Computer Vision,2022,1069,True
Japan,Computer Vision,2016,1408,True
Sri Lanka,Computer Vision,2020,103,True
India,Computer Vision,2022,12096,True
Ghana,Computer Vision,2025,28,False
North Korea,Computer Vision,2020,3,True
Bhutan,Computer Vision,2024,2,False
Kuwait,Computer Vision,2019,21,True
Colombia,Computer Vision,2023,184,True
Somalia,Computer Vision,2021,5,True
Somalia,Computer Vision,2024,5,False
Mexico,Computer Vision,2020,324,True
Africa,Computer Vision,2015,981,True
Turkey,Computer Vision,2017,616,True
Slovenia,Computer Vision,2015,62,True
South and Central America,Computer Vision,2019,1369,True
Dominican Republic,Computer Vision,2022,2,True
Venezuela,Computer Vision,2016,4,True
Italy,Computer Vision,2019,1170,True
Japan,Large language models,2016,48,True
Czechia,Large language models,2017,3,True
Cyprus,Large language models,2024,17,False
ASEAN,Large language models,2020,290,True
Iceland,Large language models,2020,1,True
South Africa,Large language models,2015,1,True
Montenegro,Large language models,2023,1,True
OECD,Large language models,2024,12457,False
China (mainland),Large language models,2024,13204,False
Peru,Large language models,2024,8,False
Iran,Large language models,2016,3,True
Egypt,Large language models,2022,57,True
Nepal,Large language models,2024,12,False
Myanmar,Large language models,2020,10,True
Luxembourg,Large language models,2015,2,True
Nigeria,Large language models,2023,22,True
Saint Lucia,Large language models,2025,7,False
Sudan,Large language models,2025,2,False
Thailand,Large language models,2016,2,True
Sweden,Large language models,2022,93,True
Argentina,Large language models,2020,6,True
Malaysia,Large language models,2016,2,True
Turkey,Natural Language Processing,2016,119,True
Malaysia,Natural Language Processing,2022,245,True
Luxembourg,Natural Language Processing,2025,7,False
Azerbaijan,Natural Language Processing,2019,9,True
Azerbaijan,Natural Language Processing,2021,13,True
Morocco,Natural Language Processing,2023,165,True
Italy,Natural Language Processing,2017,383,True
Cyprus,Natural Language Processing,2017,12,True
Ghana,Natural Language Processing,2017,5,True
Czechia,Natural Language Processing,2015,124,True
Ecuador,Natural Language Processing,2019,13,True
Malawi,Natural Language Processing,2025,2,False
Ireland,Natural Language Processing,2025,52,False
Latvia,Natural Language Processing,2016,16,True
Latvia,Natural Language Processing,2021,15,True
Indonesia,Natural Language Processing,2021,636,True
Brazil,Natural Language Processing,2018,352,True
Egypt,Natural Language Processing,2016,74,True
Qatar,Natural Language Processing,2020,62,True
Philippines,Natural Language Processing,2023,101,True
Portugal,Natural Language Processing,2021,160,True
Germany,Natural Language Processing,2023,1697,True
Burkina Faso,Natural Language Processing,2023,4,True
Netherlands,Natural Language Processing,2023,604,True
Myanmar,Natural Language Processing,2019,35,True
China (mainland),Natural Language Processing,2022,6081,True
Maldives,Natural Language Processing,2023,1,True
Sudan,Robotics,2016,2,True
Czechia,Robotics,2024,152,False
Czechia,Robotics,2025,80,False
Bosnia and Herzegovina,Robotics,2022,16,True
Montenegro,Robotics,2016,3,True
Montenegro,Robotics,2018,5,True
Belarus,Robotics,2025,11,False
Philippines,Robotics,2023,53,True
Yemen,Robotics,2015,7,True
Colombia,Robotics,2019,151,True
Ukraine,Robotics,2022,169,True
Ukraine,Robotics,2024,144,False
Egypt,Robotics,2024,211,False
Fiji,Robotics,2025,3,False
Cambodia,Robotics,2019,1,True
Belgium,Robotics,2015,187,True
Thailand,Robotics,2019,140,True
Uruguay,Robotics,2024,12,False
Austria,Robotics,2022,329,True
EU,Robotics,2020,8764,True
Luxembourg,Robotics,2015,22,True
New Zealand,Robotics,2015,120,True
Slovenia,Robotics,2016,48,True
North Macedonia,Robotics,2020,5,True
Germany,Robotics,2022,2524,True
Botswana,Robotics,2025,3,False
Algeria,Robotics,2017,86,True
United States,AI Safety,2023,2262,True
United States,AI Safety,2025,1559,False
Peru,AI Safety,2018,1,True
Serbia,AI Safety,2017,3,True
Slovakia,AI Safety,2020,2,True
Finland,AI Safety,2015,5,True
Finland,AI Safety,2020,29,True
Brunei Darussalam,AI Safety,2023,2,True
Poland,AI Safety,2019,16,True
Cyprus,AI Safety,2023,14,True
Turkey,AI Safety,2023,56,True
United Arab Emirates,AI Safety,2021,16,True
United Arab Emirates,AI Safety,2025,71,False
Malaysia,AI Safety,2020,11,True
Latvia,AI Safety,2021,1,True
North America and the Caribbean,AI Safety,2024,2996,False
France,AI Safety,2019,159,True
France,AI Safety,2024,325,False
Madagascar,AI Safety,2022,1,True
India,AI Safety,2023,560,True
Iraq,AI Safety,2022,4,True
Saudi Arabia,AI Safety,2019,17,True
Slovenia,AI Safety,2019,3,True
ASEAN,AI Safety,2017,39,True
Kenya,AI Safety,2020,1,True
Sweden,AI Safety,2018,35,True
North America and the Caribbean,All,2022,51058,True
Nigeria,All,2020,554,True
Ethiopia,All,2018,46,True
Oman,All,2016,51,True
Philippines,All,2020,441,True
Australia,All,2023,7744,True
Liberia,All,2019,1,True
Romania,All,2024,1318,False
Maldives,All,2017,1,True
Congo,All,2016,1,True
Paraguay,All,2019,21,True
Sweden,All,2019,1628,True
Libya,All,2016,17,True
Libya,All,2025,44,False
Czechia,All,2021,1147,True
Ukraine,All,2023,1424,True
Portugal,All,2019,1486,True
Brunei Darussalam,All,2025,38,False
Uganda,All,2025,87,False
Bangladesh,All,2016,309,True
Burkina Faso,All,2024,31,False
Sri Lanka,All,2024,635,False
Estonia,All,2019,144,True
Tajikistan,All,2025,6,False
Botswana,All,2024,75,False
Belarus,All,2021,97,True
Belarus,All,2024,112,False
Papua New Guinea,All,2018,5,True
Singapore,All,2022,3377,True
Sudan,All,2024,79,False
Greece,All,2021,1878,True
Greece,All,2023,2213,True
Greece,All,2024,2001,False
United States,All,2016,22432,True
Kuwait,All,2015,43,True
Kuwait,All,2019,66,True
Cyprus,Computer Vision,2018,55,True
Argentina,Computer Vision,2018,55,True
Ecuador,Computer Vision,2019,82,True
Five Eyes,Computer Vision,2025,8362,False
Romania,Computer Vision,2018,226,True
Bulgaria,Computer Vision,2020,45,True
Ethiopia,Computer Vision,2023,121,True
Rwanda,Computer Vision,2024,26,False
Europe,Computer Vision,2025,8597,False
Indonesia,Computer Vision,2024,1846,False
Mozambique,Computer Vision,2024,5,False
Russia,Computer Vision,2020,1022,True
Russia,Computer Vision,2023,815,True
Jordan,Computer Vision,2016,47,True
Jordan,Computer Vision,2021,131,True
Ireland,Computer Vision,2016,95,True
Swaziland,Computer Vision,2022,1,True
NATO,Computer Vision,2020,24188,True
NATO,Computer Vision,2022,25755,True
France,Computer Vision,2018,1643,True
Canada,Computer Vision,2022,1991,True
EU,Computer Vision,2025,5579,False
Iceland,Computer Vision,2020,22,True
Mongolia,Computer Vision,2022,15,True
Bosnia and Herzegovina,Computer Vision,2021,19,True
Somalia,Computer Vision,2019,1,True
Tajikistan,Computer Vision,2025,1,False
Asia,Computer Vision,2021,57695,True
Denmark,Computer Vision,2024,381,False
New Zealand,Computer Vision,2024,242,False
Qatar,Computer Vision,2018,64,True
Mauritania,Computer Vision,2016,1,True
Mauritania,Computer Vision,2022,1,True
Vietnam,Computer Vision,2023,618,True
Fiji,Computer Vision,2019,2,True
Honduras,Computer Vision,2021,3,True
Afghanistan,Computer Vision,2022,16,True
Azerbaijan,Computer Vision,2019,5,True
Kazakhstan,Computer Vision,2018,25,True
Kazakhstan,Computer Vision,2023,115,True
China (mainland),Computer Vision,2016,9851,True
China (mainland),Computer Vision,2023,43196,True
Morocco,Computer Vision,2018,198,True
North America and the Caribbean,Large language models,2024,6017,False
Latvia,Large language models,2022,6,True
Estonia,Large language models,2024,12,False
Moldova,Large language models,2022,2,True
Switzerland,Large language models,2021,251,True
Norway,Large language models,2021,22,True
Rwanda,Large language models,2024,2,False
Greece,Large language models,2023,78,True
Iran,Large language models,2022,68,True
Croatia,Large language models,2020,4,True
Europe,Large language models,2023,4919,True
Canada,Large language models,2016,32,True
Canada,Large language models,2024,715,False
Myanmar,Large language models,2025,3,False
Austria,Large language models,2025,66,False
Israel,Large language models,2024,164,False
Zimbabwe,Large language models,2024,1,False
Algeria,Large language models,2024,28,False
Saint Lucia,Large language models,2024,2,False
Germany,Large language models,2019,230,True
Bulgaria,Large language models,2022,3,True
Sweden,Large language models,2019,29,True
Argentina,Large language models,2024,21,False
Netherlands,Large language models,2016,12,True
Italy,Large language models,2025,344,False
Malaysia,Natural Language Processing,2019,151,True
Switzerland,Natural Language Processing,2015,155,True
Morocco,Natural Language Processing,2019,97,True
Syria,Natural Language Processing,2022,4,True
United States,Natural Language Processing,2018,3885,True
Madagascar,Natural Language Processing,2015,1,True
Croatia,Natural Language Processing,2025,20,False
Jordan,Natural Language Processing,2021,107,True
Uruguay,Natural Language Processing,2022,9,True
Uzbekistan,Natural Language Processing,2016,2,True
New Zealand,Natural Language Processing,2016,34,True
Nepal,Natural Language Processing,2025,6,False
Lithuania,Natural Language Processing,2021,31,True
Lithuania,Natural Language Processing,2025,12,False
Belgium,Natural Language Processing,2019,158,True
OECD,Natural Language Processing,2022,12716,True
Bulgaria,Natural Language Processing,2017,36,True
Mauritius,Natural Language Processing,2016,3,True
Mauritius,Natural Language Processing,2020,2,True
Serbia,Natural Language Processing,2016,26,True
Qatar,Natural Language Processing,2024,40,False
Poland,Natural Language Processing,2017,184,True
Lebanon,Natural Language Processing,2024,28,False
Slovakia,Natural Language Processing,2025,19,False
Ethiopia,Natural Language Processing,2018,4,True
Global Partnership on Artificial Intelligence,Natural Language Processing,2025,7206,False
Uganda,Natural Language Processing,2020,6,True
Quad,Natural Language Processing,2022,8719,True
Germany,Natural Language Processing,2018,1130,True
Germany,Natural Language Processing,2024,1119,False
South Africa,Natural Language Processing,2016,53,True
Ukraine,Natural Language Processing,2021,91,True
Cuba,Robotics,2020,7,True
Rwanda,Robotics,2023,9,True
Portugal,Robotics,2019,398,True
Portugal,Robotics,2024,327,False
South and Central America,Robotics,2024,940,False
Kenya,Robotics,2022,12,True
Serbia,Robotics,2023,65,True
Bangladesh,Robotics,2020,78,True
Vatican City,Robotics,2024,1,False
Norway,Robotics,2015,112,True
Iraq,Robotics,2022,174,True
Japan,Robotics,2021,3160,True
Peru,Robotics,2020,49,True
Singapore,Robotics,2019,448,True
Thailand,Robotics,2020,119,True
Global Partnership on Artificial Intelligence,Robotics,2016,18139,True
EU,Robotics,2017,7102,True
Ecuador,Robotics,2025,46,False
Ethiopia,Robotics,2015,1,True
Zimbabwe,Robotics,2019,6,True
Poland,Robotics,2019,374,True
Oman,Robotics,2021,12,True
Libya,Robotics,2015,1,True
Tunisia,AI Safety,2018,6,True
China (mainland),AI Safety,2019,494,True
Thailand,AI Safety,2015,1,True
Thailand,AI Safety,2025,17,False
United States,AI Safety,2024,2636,False
Somalia,AI Safety,2023,1,True
North Macedonia,AI Safety,2022,1,True
Ireland,AI Safety,2016,6,True
Rwanda,AI Safety,2024,1,False
Europe,AI Safety,2018,914,True
Australia,AI Safety,2020,223,True
Quad,AI Safety,2018,1476,True
Netherlands,AI Safety,2023,183,True
Oman,AI Safety,2025,7,False
Russia,AI Safety,2019,9,True
Latvia,AI Safety,2019,1,True
Mexico,AI Safety,2021,11,True
South and Central America,AI Safety,2024,133,False
Italy,AI Safety,2021,190,True
Azerbaijan,AI Safety,2025,1,False
ASEAN,AI Safety,2021,172,True
ASEAN,AI Safety,2024,519,False
Czechia,AI Safety,2016,8,True
Czechia,AI Safety,2017,4,True
Kazakhstan,All,2015,89,True
Somalia,All,2020,2,True
Japan,All,2016,6731,True
Nicaragua,All,2025,1,False
Andorra,All,2024,1,False
Oman,All,2019,95,True
Oman,All,2025,329,False
Costa Rica,All,2024,69,False
Liechtenstein,All,2017,3,True
Vatican City,All,2018,1,True
Philippines,All,2024,1126,False
Australia,All,2016,3047,True
Romania,All,2015,935,True
Malawi,All,2021,8,True
Iran,All,2018,1673,True
Pakistan,All,2016,652,True
Bahrain,All,2022,165,True
Lithuania,All,2022,247,True
North Macedonia,All,2020,94,True
Kosovo,All,2025,23,False
Nepal,All,2018,33,True
Serbia,All,2023,544,True
Comoros,All,2024,8,False
Armenia,All,2018,22,True
Sri Lanka,All,2022,557,True
Samoa,All,2023,3,True
Venezuela,All,2020,42,True
Hungary,All,2015,323,True
Albania,All,2017,26,True
Georgia,All,2017,9,True
South Africa,All,2021,832,True
Mongolia,All,2018,8,True
Switzerland,All,2023,3786,True
Togo,All,2024,8,False
Europe,All,2020,65794,True
Timor-Leste,All,2025,1,False
Singapore,All,2024,4356,False
Yemen,All,2015,24,True
United Arab Emirates,All,2015,261,True
Senegal,Computer Vision,2020,7,True
Switzerland,Computer Vision,2019,663,True
Lithuania,Computer Vision,2024,70,False
Slovakia,Computer Vision,2015,47,True
Slovakia,Computer Vision,2025,47,False
Panama,Computer Vision,2021,8,True
United Arab Emirates,Computer Vision,2023,727,True
Egypt,Computer Vision,2024,762,False
Niger,Computer Vision,2023,1,True
Niger,Computer Vision,2024,2,False
Indonesia,Computer Vision,2017,618,True
Indonesia,Computer Vision,2018,849,True
Zimbabwe,Computer Vision,2025,1,False
Iran,Computer Vision,2015,597,True
Iran,Computer Vision,2017,571,True
Belize,Computer Vision,2024,1,False
Kenya,Computer Vision,2023,51,True
Syria,Computer Vision,2020,14,True
France,Computer Vision,2023,2010,True
Japan,Computer Vision,2018,1907,True
India,Computer Vision,2024,18495,False
North Korea,Computer Vision,2018,3,True
North Korea,Computer Vision,2022,8,True
Turkey,Computer Vision,2018,672,True
Algeria,Computer Vision,2015,197,True
Burundi,Computer Vision,2021,1,True
Benin,Computer Vision,2016,5,True
Fiji,Computer Vision,2020,4,True
Norway,Computer Vision,2022,474,True
Laos,Computer Vision,2025,5,False
Georgia,Computer Vision,2024,6,False
China (mainland),Computer Vision,2024,47021,False
Sweden,Computer Vision,2022,440,True
Japan,Large language models,2019,258,True
Honduras,Large language models,2025,1,False
South Korea,Large language models,2019,150,True
Zambia,Large language models,2023,2,True
Zambia,Large language models,2025,1,False
Azerbaijan,Large language models,2025,4,False
Oceania,Large language models,2017,33,True
China (mainland),Large language models,2015,76,True
Portugal,Large language models,2023,74,True
Luxembourg,Large language models,2021,5,True
Luxembourg,Large language models,2022,14,True
Bahrain,Large language models,2024,6,False
Germany,Large language models,2018,118,True
Slovenia,Large language models,2016,3,True
New Zealand,Large language models,2016,3,True
Brunei Darussalam,Large language models,2022,2,True
