country,field,year,disclosed_investment,complete
South Korea,Robotics,2022,17,True
Philippines,"Sales, retail, commerce, marketing",2021,0,True
Turkey,"Sales, retail, commerce, marketing",2018,501,True
China (mainland),"Sales, retail, commerce, marketing",2018,320,True
Albania,"Sales, retail, commerce, marketing",2016,2,True
Germany,"Sales, retail, commerce, marketing",2019,21,True
United Kingdom,Semiconductor,2018,15,True
Romania,Software,2025,26,False
Turkey,Software,2018,506,True
Belgium,Software,2023,228,True
United Arab Emirates,Software,2018,8,True
Slovenia,Software,2025,2,False
Panama,Software,2023,0,True
Switzerland,Software,2017,93,True
Lithuania,Software,2021,4,True
Bosnia and Herzegovina,Software,2023,0,True
Bangladesh,Software,2024,0,True
Czechia,Software,2024,12,True
Estonia,Software,2020,9,True
Greece,Software,2023,110,True
Poland,Software,2020,71,True
Seychelles,Software,2017,1,True
Jordan,Software,2023,0,True
Qatar,Software,2018,0,True
Mongolia,Software,2021,0,True
Argentina,Software,2022,5,True
Latvia,Software,2025,1,False
Nigeria,Software,2020,1,True
Belgium,Speech Recognition,2019,0,True
Germany,Sports,2018,1,True
France,Sports,2018,1,True
Italy,Sports,2024,1,True
France,Telecommunications,2019,1,True
Japan,Telecommunications,2025,2,False
Poland,Telecommunications,2020,1,True
Ecuador,Transportation,2021,0,True
Serbia,Transportation,2023,43,True
Brazil,Transportation,2020,1,True
Russia,Transportation,2019,1,True
Netherlands,Transportation,2021,1,True
Germany,Transportation,2020,53,True
Germany,Transportation,2024,317,True
France,Transportation,2021,37,True
Spain,Agriculture,2024,4,True
Sweden,Agriculture,2019,2,True
Norway,Agriculture,2022,9,True
Germany,Agriculture,2024,3,True
Turkey,Agriculture,2024,1,True
Finland,Agriculture,2023,2,True
Egypt,All,2024,4,True
Spain,All,2016,51,True
Zimbabwe,All,2019,0,True
Lithuania,All,2017,0,True
Indonesia,All,2018,1,True
Qatar,All,2022,2,True
Malaysia,All,2020,24,True
Russia,All,2017,11,True
Zambia,All,2021,0,True
Mauritius,All,2020,3,True
Bangladesh,All,2020,0,True
Luxembourg,All,2024,60,True
Estonia,All,2022,137,True
Nigeria,All,2019,13,True
Saudi Arabia,All,2015,2,True
Brazil,All,2016,4,True
Iceland,All,2021,4,True
Ireland,Biotechnology,2024,11,True
Australia,Biotechnology,2024,1,True
Switzerland,Biotechnology,2024,5,True
Ireland,Community and Lifestyle,2025,18,False
Spain,Community and Lifestyle,2015,5,True
Spain,Community and Lifestyle,2017,0,True
Germany,Community and Lifestyle,2022,24,True
United States,Community and Lifestyle,2017,118,True
United States,Community and Lifestyle,2025,396,False
Switzerland,Computer Vision,2016,1,True
Italy,Computer Vision,2016,5,True
Italy,Computer Vision,2020,0,True
Italy,Computer Vision,2022,0,True
China (mainland),Computer Vision,2020,37,True
Canada,Computer Vision,2018,50,True
New Zealand,Computer Vision,2017,0,True
Saudi Arabia,Computer Vision,2019,1,True
Israel,Computer Vision,2017,17,True
Cyprus,Computer Vision,2021,0,True
United States,Computer Vision,2019,749,True
United States,Computer Vision,2020,756,True
France,Consumer goods,2021,31,True
India,Consumer goods,2019,6,True
India,Consumer goods,2023,2325,True
Poland,Consumer goods,2018,2,True
Poland,Consumer goods,2019,1,True
Singapore,Consumer goods,2024,1386,True
Italy,Consumer goods,2021,0,True
Russia,Consumer goods,2024,0,True
Czechia,Consumer goods,2020,1,True
Estonia,Consumer goods,2022,0,True
Estonia,Consumer goods,2023,1,True
Australia,Cyber Security,2025,67,False
Belgium,Cyber Security,2023,216,True
United Kingdom,Cyber Security,2018,14,True
Netherlands,Cyber Security,2025,9,False
Czechia,Cyber Security,2023,5,True
Austria,Cyber Security,2024,0,True
Switzerland,Cyber Security,2020,1,True
Armenia,Data and analytics,2021,1,True
Colombia,Data and analytics,2015,0,True
Belgium,Data and analytics,2025,17,False
South Korea,Data and analytics,2019,260,True
Argentina,Data and analytics,2018,0,True
Ukraine,Data and analytics,2019,4,True
Vietnam,Data and analytics,2022,3,True
Bulgaria,Data and analytics,2019,2,True
United Arab Emirates,Data and analytics,2025,378,False
Portugal,Data and analytics,2020,7,True
Cyprus,Data and analytics,2020,25,True
United States,Education,2015,98,True
United States,Education,2020,335,True
Portugal,Education,2022,0,True
Iceland,Education,2020,0,True
Mexico,Education,2020,1,True
Spain,Education,2017,0,True
Mauritius,Education,2021,0,True
Tunisia,Education,2021,0,True
Poland,Education,2021,2,True
Vietnam,Education,2025,0,False
Nigeria,Education,2019,0,True
Australia,Energy and natural resources,2016,0,True
Israel,Energy and natural resources,2024,9,True
Poland,Energy and natural resources,2019,1,True
United Kingdom,Energy and natural resources,2018,17,True
Spain,Energy and natural resources,2025,2,False
Dominican Republic,Finance,2024,0,True
India,Finance,2016,1,True
Spain,Finance,2020,3,True
Spain,Finance,2021,7,True
Netherlands,Finance,2017,69,True
Philippines,Finance,2024,16,True
Australia,Finance,2017,4,True
Mauritius,Finance,2021,20,True
Estonia,Finance,2021,35,True
Estonia,Finance,2025,21,False
Vietnam,Finance,2018,0,True
Denmark,Gaming,2020,0,True
Romania,Gaming,2019,0,True
Poland,Gaming,2021,2,True
Thailand,General purpose,2024,42,True
Chile,General purpose,2015,0,True
United Kingdom,General purpose,2016,591,True
Italy,General purpose,2024,35,True
Estonia,General purpose,2020,9,True
Norway,General purpose,2025,45,False
Colombia,General purpose,2022,13,True
Latvia,General purpose,2022,0,True
India,General purpose,2016,31,True
Brazil,General purpose,2018,12,True
Luxembourg,General purpose,2025,1,False
Argentina,General purpose,2023,0,True
South Korea,General purpose,2016,10,True
Colombia,Hardware,2019,2,True
Saudi Arabia,Hardware,2023,4,True
Cyprus,Hardware,2024,3,True
Thailand,Hardware,2024,0,True
Japan,Hardware,2022,9,True
Denmark,Hardware,2019,16,True
Denmark,Hardware,2023,3,True
Denmark,Hardware,2024,3,True
Ukraine,Hardware,2021,0,True
Netherlands,Hardware,2018,10,True
South Korea,Healthcare and Life Sciences,2021,57,True
South Korea,Healthcare and Life Sciences,2022,94,True
Chile,Healthcare and Life Sciences,2019,0,True
Italy,Healthcare and Life Sciences,2016,0,True
Egypt,Healthcare and Life Sciences,2021,0,True
Finland,Healthcare and Life Sciences,2020,4,True
United Kingdom,Healthcare and Life Sciences,2015,18,True
United Kingdom,Healthcare and Life Sciences,2025,454,False
Côte d'Ivoire,Healthcare and Life Sciences,2022,0,True
India,Healthcare and Life Sciences,2021,37,True
France,Healthcare and Life Sciences,2017,5,True
Hungary,Healthcare and Life Sciences,2015,0,True
Bangladesh,Healthcare and Life Sciences,2024,0,True
China (mainland),Information Technology,2015,75,True
Slovakia,Information Technology,2020,7,True
Slovakia,Information Technology,2021,4,True
Germany,Information Technology,2015,6,True
France,Information Technology,2024,392,True
Qatar,Information Technology,2024,0,True
Switzerland,Information Technology,2020,5,True
Australia,Information Technology,2021,469,True
Luxembourg,Information Technology,2016,0,True
Finland,Information Technology,2015,1,True
New Zealand,Information Technology,2025,2,False
United States,Information Technology,2023,14551,True
Brazil,Information Technology,2018,8,True
Russia,Information Technology,2017,2,True
Hungary,Information Technology,2020,2,True
Israel,Information Technology,2017,52,True
India,Lending and Investments,2017,3,True
Spain,Manufacturing,2016,14,True
Spain,Manufacturing,2019,2,True
Israel,Manufacturing,2017,11,True
Lithuania,Manufacturing,2024,0,True
Germany,Manufacturing,2018,8,True
Japan,Manufacturing,2024,7,True
Finland,Manufacturing,2023,2,True
Italy,Manufacturing,2022,6,True
United States,Manufacturing,2018,3195,True
Latvia,Manufacturing,2021,0,True
Israel,Media and Entertainment,2017,8,True
Israel,Media and Entertainment,2025,44,False
Italy,Media and Entertainment,2019,0,True
Hungary,Media and Entertainment,2017,0,True
Hungary,Media and Entertainment,2025,0,False
United States,Media and Entertainment,2019,1178,True
China (mainland),Media and Entertainment,2018,176,True
Israel,"Military, public safety and government",2018,3,True
Israel,"Military, public safety and government",2019,5,True
United States,"Military, public safety and government",2021,881,True
Singapore,"Military, public safety and government",2021,3,True
South Korea,"Military, public safety and government",2016,0,True
Netherlands,"Military, public safety and government",2025,6,False
India,"Mobile, platforms & Internet services",2018,335,True
United States,"Mobile, platforms & Internet services",2021,10474,True
Philippines,"Mobile, platforms & Internet services",2018,0,True
Denmark,"Mobile, platforms & Internet services",2015,2,True
Japan,"Mobile, platforms & Internet services",2017,122,True
Brazil,"Mobile, platforms & Internet services",2019,165,True
Spain,"Mobile, platforms & Internet services",2018,25,True
Spain,"Mobile, platforms & Internet services",2022,48,True
Sweden,"Mobile, platforms & Internet services",2020,9,True
Mexico,"Mobile, platforms & Internet services",2024,0,True
Panama,"Mobile, platforms & Internet services",2025,5,False
Spain,NLP,2025,1000,False
Japan,NLP,2018,8,True
India,NLP,2020,1,True
Germany,NLP,2024,0,True
Poland,NLP,2020,9,True
United States,Navigation and mapping,2015,13,True
India,Navigation and mapping,2025,1,False
Kenya,Other,2022,0,True
Finland,Other,2015,1,True
Belgium,Other,2020,20,True
Iceland,Other,2019,2,True
Switzerland,Other,2023,2,True
Croatia,Other,2019,0,True
Singapore,Other,2024,45,True
Russia,Other,2018,1,True
Germany,Privacy and Security,2018,10,True
Canada,Privacy and Security,2021,26,True
Sweden,Privacy and Security,2022,4,True
France,Privacy and Security,2016,1,True
United Arab Emirates,Professional services,2017,1,True
Belgium,Professional services,2017,25,True
Spain,Professional services,2019,7,True
Saudi Arabia,Professional services,2022,3,True
Austria,Professional services,2021,0,True
Switzerland,Professional services,2018,2,True
Portugal,Professional services,2018,3,True
Portugal,Professional services,2024,0,True
Malaysia,Professional services,2019,7,True
Serbia,Professional services,2019,0,True
Estonia,Real estate,2022,3,True
Estonia,Real estate,2024,6,True
Mexico,Real estate,2024,1,True
Switzerland,Real estate,2018,0,True
Spain,Real estate,2025,20,False
Austria,Real estate,2022,1,True
China (mainland),Real estate,2024,7,True
Poland,Real estate,2022,3,True
Germany,Real estate,2024,16,True
Sweden,Real estate,2020,1,True
Norway,Real estate,2021,35,True
Italy,Real estate,2022,1,True
Switzerland,Robotics,2024,13,True
Germany,Robotics,2023,47,True
United Kingdom,Robotics,2019,17,True
Ireland,Robotics,2016,1,True
Norway,"Sales, retail, commerce, marketing",2017,3,True
United Arab Emirates,"Sales, retail, commerce, marketing",2025,73,False
Canada,"Sales, retail, commerce, marketing",2025,800,False
France,"Sales, retail, commerce, marketing",2022,122,True
Indonesia,"Sales, retail, commerce, marketing",2019,0,True
Hungary,"Sales, retail, commerce, marketing",2023,9,True
Cyprus,"Sales, retail, commerce, marketing",2019,2,True
Singapore,"Sales, retail, commerce, marketing",2024,193,True
Tunisia,"Sales, retail, commerce, marketing",2022,1,True
Italy,"Sales, retail, commerce, marketing",2022,2,True
United Kingdom,Semiconductor,2022,14,True
Taiwan,Semiconductor,2017,2,True
Turkey,Software,2020,3,True
Canada,Software,2016,97,True
Tajikistan,Software,2022,0,True
Slovenia,Software,2022,3,True
France,Software,2019,395,True
Italy,Software,2025,97,False
Uruguay,Software,2017,0,True
Australia,Software,2019,82,True
Chile,Software,2017,1,True
Chile,Software,2022,9,True
Philippines,Software,2023,7,True
Taiwan,Software,2016,8,True
Estonia,Software,2019,3,True
South Africa,Software,2025,14,False
Poland,Software,2025,27,False
Austria,Software,2022,37,True
Nigeria,Software,2023,2,True
Thailand,Software,2023,7,True
Lebanon,Software,2025,0,False
Canada,Speech Recognition,2018,0,True
France,Speech Recognition,2022,0,True
Thailand,Speech Recognition,2018,0,True
Denmark,Speech Recognition,2021,10,True
China (mainland),Speech Recognition,2024,6,True
South Korea,Sports,2022,2,True
Sri Lanka,Sports,2025,0,False
Israel,Sports,2019,19,True
Netherlands,Sports,2023,1,True
Spain,Sports,2021,0,True
Spain,Telecommunications,2019,0,True
South Korea,Telecommunications,2024,2,True
Estonia,Transportation,2022,1,True
Poland,Transportation,2019,0,True
Turkey,Transportation,2015,0,True
Spain,Transportation,2025,2,False
Vietnam,Transportation,2019,0,True
India,Agriculture,2019,7,True
France,Agriculture,2021,3,True
Ireland,Agriculture,2023,1,True
Turkey,Agriculture,2022,0,True
Australia,Agriculture,2024,5,True
Egypt,All,2016,0,True
Lithuania,All,2016,0,True
Finland,All,2015,116,True
Uruguay,All,2017,0,True
Pakistan,All,2019,0,True
Mauritius,All,2019,2,True
Dominican Republic,All,2023,2,True
India,All,2024,940,True
Japan,All,2025,873,False
Iceland,All,2015,3,True
Kuwait,All,2023,7,True
Latvia,All,2015,1,True
Vietnam,All,2018,0,True
Peru,All,2017,0,True
Peru,All,2020,3,True
Belgium,Biotechnology,2023,1,True
Australia,Biotechnology,2025,10,False
Argentina,Biotechnology,2021,1,True
Ireland,Community and Lifestyle,2016,5,True
Egypt,Community and Lifestyle,2018,0,True
Argentina,Community and Lifestyle,2022,0,True
India,Community and Lifestyle,2020,2,True
Japan,Community and Lifestyle,2019,7,True
Switzerland,Community and Lifestyle,2021,3,True
Jordan,Community and Lifestyle,2018,0,True
Czechia,Community and Lifestyle,2023,0,True
South Korea,Computer Vision,2016,0,True
South Korea,Computer Vision,2017,1,True
Russia,Computer Vision,2020,1,True
Turkey,Computer Vision,2019,0,True
Turkey,Computer Vision,2020,1,True
Turkey,Computer Vision,2025,1,False
Netherlands,Computer Vision,2015,0,True
Singapore,Computer Vision,2022,5,True
Lithuania,Computer Vision,2023,1,True
Israel,Computer Vision,2023,42,True
Estonia,Computer Vision,2019,0,True
Brazil,Computer Vision,2018,0,True
Australia,Computer Vision,2021,6,True
France,Consumer goods,2015,11,True
Germany,Consumer goods,2025,342,False
Canada,Consumer goods,2016,5,True
Belgium,Consumer goods,2018,6,True
Spain,Consumer goods,2022,1,True
Netherlands,Consumer goods,2022,14,True
Switzerland,Consumer goods,2021,19,True
United States,Cyber Security,2020,595,True
Portugal,Cyber Security,2024,1,True
Australia,Cyber Security,2021,50,True
Estonia,Cyber Security,2022,25,True
Germany,Cyber Security,2025,25,False
Iceland,Data and analytics,2016,3,True
Qatar,Data and analytics,2023,0,True
Thailand,Data and analytics,2016,0,True
Jordan,Data and analytics,2022,0,True
Chile,Data and analytics,2019,6,True
Finland,Data and analytics,2018,6,True
Russia,Data and analytics,2015,1,True
Russia,Data and analytics,2021,3,True
Lithuania,Data and analytics,2021,4,True
South Africa,Data and analytics,2024,7,True
Czechia,Data and analytics,2023,18,True
Denmark,Data and analytics,2016,8,True
