country,field,year,num_patent_applications,complete
Lithuania,Agriculture,2020,0,True
Philippines,All,2017,1,True
Singapore,All,2016,51,True
World Intellectual Property Organization (WIPO),All,2015,3,True
Taiwan,All,2022,561,False
Morocco,All,2020,2,True
Morocco,All,2021,2,False
Peru,All,2018,4,True
Ukraine,All,2016,4,True
Lithuania,All,2022,1,False
Turkey,All,2016,8,True
Luxembourg,All,2018,9,True
South Africa,Banking and Finance,2018,0,True
Ireland,Banking and Finance,2016,0,True
South Korea,Banking and Finance,2022,340,False
United States,Banking and Finance,2016,300,True
Norway,Banking and Finance,2018,1,True
Norway,Banking and Finance,2019,1,True
Chile,Banking and Finance,2018,0,True
China (mainland),Banking and Finance,2018,760,True
Ukraine,Banking and Finance,2019,0,True
Poland,Banking and Finance,2023,0,False
India,Banking and Finance,2021,0,False
Chile,Business,2019,0,True
Finland,Business,2017,1,True
China (mainland),Business,2018,2879,True
Serbia,Business,2021,0,False
Taiwan,Business,2016,11,True
Taiwan,Business,2022,15,False
Taiwan,Business,2023,4,False
Slovakia,Business,2021,0,False
Colombia,Energy Management,2022,0,False
Spain,Energy Management,2023,3,False
Lithuania,Energy Management,2022,0,False
Czechia,Energy Management,2020,1,True
Singapore,Energy Management,2019,1,True
Greece,Energy Management,2021,1,False
Finland,Energy Management,2018,2,True
Slovakia,Energy Management,2021,0,False
China (mainland),Energy Management,2018,1287,True
China (mainland),Energy Management,2023,8765,False
Switzerland,Energy Management,2017,0,True
Argentina,Energy Management,2016,0,True
Romania,Industry and Manufacturing,2017,0,True
Finland,Industry and Manufacturing,2018,3,True
Argentina,Industry and Manufacturing,2020,0,True
Ireland,Industry and Manufacturing,2016,0,True
Germany,Industry and Manufacturing,2021,95,False
Mexico,Industry and Manufacturing,2021,20,False
China (mainland),Industry and Manufacturing,2015,103,True
United Kingdom,Industry and Manufacturing,2020,31,True
Turkey,Industry and Manufacturing,2018,0,True
Sweden,Industry and Manufacturing,2020,5,True
Colombia,Life Sciences,2022,5,False
Colombia,Life Sciences,2023,1,False
Turkey,Life Sciences,2021,8,False
Canada,Life Sciences,2021,336,False
South Africa,Life Sciences,2022,0,False
Germany,Life Sciences,2024,9,False
Spain,Life Sciences,2024,1,False
Ireland,Life Sciences,2023,0,False
Poland,Life Sciences,2023,2,False
World Intellectual Property Organization (WIPO),Life Sciences,2021,310,False
Netherlands,Life Sciences,2018,4,True
Bulgaria,Life Sciences,2018,0,True
Australia,Life Sciences,2015,39,True
Argentina,Life Sciences,2022,2,False
Denmark,Life Sciences,2021,4,False
Italy,Personal Devices and Computing,2018,11,True
South Korea,Personal Devices and Computing,2020,2475,True
United Kingdom,Personal Devices and Computing,2022,120,False
China (mainland),Personal Devices and Computing,2024,19071,False
Greece,Personal Devices and Computing,2018,6,True
Finland,Personal Devices and Computing,2018,18,True
Portugal,Personal Devices and Computing,2018,3,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2018,71,True
Eurasian Patent Organization,Personal Devices and Computing,2015,0,True
Switzerland,Personal Devices and Computing,2021,5,False
Peru,Personal Devices and Computing,2023,0,False
Belgium,Physical Sciences and Engineering,2017,0,True
Mexico,Physical Sciences and Engineering,2021,21,False
United States,Physical Sciences and Engineering,2024,0,False
Netherlands,Physical Sciences and Engineering,2021,2,False
Poland,Physical Sciences and Engineering,2016,1,True
France,Physical Sciences and Engineering,2020,13,True
India,Physical Sciences and Engineering,2020,0,True
Germany,Physical Sciences and Engineering,2016,8,True
Sweden,Physical Sciences and Engineering,2015,1,True
South Africa,Physical Sciences and Engineering,2023,0,False
Ukraine,Security,2021,0,False
Australia,Security,2017,17,True
International Bureau of WIPO,Security,2018,2,True
Belgium,Security,2016,0,True
Morocco,Security,2016,1,True
Morocco,Security,2019,2,True
Saudi Arabia,Security,2018,0,True
Denmark,Security,2022,0,False
Hungary,Security,2018,0,True
Luxembourg,Telecommunications,2018,1,True
European Patent Organization,Telecommunications,2019,177,True
Poland,Telecommunications,2023,0,False
Lithuania,Telecommunications,2015,0,True
Japan,Telecommunications,2016,157,True
Denmark,Telecommunications,2020,9,True
Serbia,Telecommunications,2022,0,False
Poland,Transportation,2022,0,False
Sweden,Transportation,2022,3,False
Mexico,Transportation,2017,14,True
South Korea,Transportation,2023,21,False
Luxembourg,Transportation,2018,1,True
United States,Transportation,2024,0,False
International Bureau of WIPO,Transportation,2015,0,True
Ukraine,Transportation,2019,0,True
New Zealand,Transportation,2017,0,True
Croatia,Agriculture,2022,0,False
Canada,Agriculture,2020,42,True
Brazil,Agriculture,2022,7,False
Poland,Agriculture,2021,1,False
Finland,Agriculture,2019,1,True
European Patent Organization,Agriculture,2019,7,True
European Patent Organization,Agriculture,2024,0,False
Taiwan,Agriculture,2015,0,True
Taiwan,Agriculture,2019,7,True
Spain,Agriculture,2019,4,True
China (mainland),Agriculture,2023,2001,False
World Intellectual Property Organization (WIPO),Agriculture,2024,0,False
Sweden,Agriculture,2022,0,False
Portugal,All,2017,8,True
Romania,All,2017,5,True
Taiwan,All,2018,357,True
China (mainland),All,2021,87009,False
Tunisia,All,2021,2,False
United States,All,2021,12001,False
South Korea,All,2022,10724,False
India,All,2019,10,True
Sweden,All,2022,30,False
France,All,2015,35,True
Russia,Banking and Finance,2016,3,True
South Africa,Banking and Finance,2019,0,True
Colombia,Banking and Finance,2019,1,True
Morocco,Banking and Finance,2018,1,True
Turkey,Banking and Finance,2018,2,True
Turkey,Banking and Finance,2019,0,True
Norway,Banking and Finance,2017,1,True
United Kingdom,Banking and Finance,2024,6,False
Poland,Banking and Finance,2022,0,False
Poland,Business,2016,1,True
Luxembourg,Business,2018,0,True
Serbia,Business,2017,0,True
Serbia,Business,2022,1,False
International Bureau of WIPO,Business,2018,1,True
Tunisia,Business,2022,0,False
South Africa,Energy Management,2022,0,False
Malaysia,Energy Management,2016,0,True
Peru,Energy Management,2016,0,True
Poland,Energy Management,2017,0,True
Poland,Energy Management,2021,2,False
Romania,Industry and Manufacturing,2020,0,True
Romania,Industry and Manufacturing,2022,0,False
Jordan,Industry and Manufacturing,2021,1,False
Serbia,Industry and Manufacturing,2023,0,False
Turkey,Industry and Manufacturing,2019,4,True
Sweden,Industry and Manufacturing,2018,3,True
Taiwan,Life Sciences,2016,14,True
Uruguay,Life Sciences,2022,0,False
Israel,Life Sciences,2015,3,True
France,Life Sciences,2017,21,True
Lithuania,Life Sciences,2022,0,False
Russia,Life Sciences,2020,24,True
Netherlands,Life Sciences,2016,0,True
Denmark,Life Sciences,2020,2,True
Slovakia,Personal Devices and Computing,2015,0,True
Turkey,Personal Devices and Computing,2021,11,False
Italy,Personal Devices and Computing,2022,14,False
Jordan,Personal Devices and Computing,2019,0,True
China (mainland),Personal Devices and Computing,2016,3241,True
Japan,Personal Devices and Computing,2018,1280,True
Mexico,Personal Devices and Computing,2019,35,True
Chile,Personal Devices and Computing,2017,0,True
India,Personal Devices and Computing,2020,4,True
Ukraine,Personal Devices and Computing,2016,0,True
Ukraine,Personal Devices and Computing,2017,0,True
Czechia,Personal Devices and Computing,2017,0,True
Sweden,Personal Devices and Computing,2020,12,True
Switzerland,Personal Devices and Computing,2018,2,True
Switzerland,Personal Devices and Computing,2022,1,False
Germany,Personal Devices and Computing,2017,128,True
Peru,Personal Devices and Computing,2017,1,True
Slovakia,Physical Sciences and Engineering,2020,0,True
New Zealand,Physical Sciences and Engineering,2017,1,True
Poland,Physical Sciences and Engineering,2020,1,True
Ukraine,Physical Sciences and Engineering,2015,0,True
Ukraine,Physical Sciences and Engineering,2017,0,True
Taiwan,Physical Sciences and Engineering,2017,2,True
France,Physical Sciences and Engineering,2017,4,True
Singapore,Physical Sciences and Engineering,2021,0,False
Australia,Physical Sciences and Engineering,2016,20,True
South Africa,Physical Sciences and Engineering,2017,1,True
Luxembourg,Security,2017,0,True
United States,Security,2016,458,True
Turkey,Security,2015,0,True
Japan,Security,2022,101,False
Sweden,Telecommunications,2021,4,False
European Patent Organization,Telecommunications,2016,27,True
Malaysia,Telecommunications,2019,5,True
Singapore,Telecommunications,2021,1,False
Serbia,Telecommunications,2023,0,False
Jordan,Transportation,2019,0,True
Colombia,Transportation,2015,0,True
India,Transportation,2018,14,True
South Korea,Transportation,2015,77,True
South Korea,Transportation,2020,522,True
United Kingdom,Transportation,2024,10,False
Ireland,Transportation,2016,0,True
Japan,Transportation,2015,142,True
Israel,Transportation,2016,1,True
Belgium,Transportation,2019,0,True
Denmark,Transportation,2019,4,True
Australia,Transportation,2017,27,True
Switzerland,Transportation,2022,1,False
Australia,Agriculture,2020,49,True
Romania,Agriculture,2020,0,True
Israel,Agriculture,2017,0,True
France,Agriculture,2021,1,False
Portugal,Agriculture,2020,0,True
Taiwan,Agriculture,2021,4,False
Malaysia,Agriculture,2019,0,True
Spain,Agriculture,2022,1,False
Sweden,Agriculture,2017,2,True
Russia,All,2021,56,False
Philippines,All,2018,5,True
Bulgaria,All,2023,5,False
Romania,All,2021,12,False
Serbia,All,2015,1,True
Ukraine,All,2021,6,False
India,All,2015,111,True
India,All,2022,2,False
Belgium,All,2022,8,False
Austria,All,2023,1,False
Jordan,All,2021,2,False
Czechia,All,2018,1,True
Germany,All,2015,122,True
Norway,All,2016,3,True
Lithuania,All,2018,10,True
Japan,All,2023,194,False
Italy,Banking and Finance,2021,5,False
Israel,Banking and Finance,2018,0,True
Mexico,Banking and Finance,2020,7,True
Serbia,Banking and Finance,2021,0,False
Ukraine,Banking and Finance,2022,0,False
Taiwan,Banking and Finance,2024,1,False
Hungary,Business,2015,0,True
Netherlands,Business,2015,0,True
Netherlands,Business,2017,0,True
Finland,Business,2019,6,True
San Marino,Business,2015,0,True
Israel,Business,2023,0,False
South Korea,Business,2016,166,True
United States,Business,2021,1268,False
United Kingdom,Business,2018,53,True
Japan,Business,2016,107,True
Japan,Business,2017,197,True
Japan,Business,2018,266,True
Turkey,Business,2017,1,True
Italy,Business,2017,3,True
Italy,Business,2022,4,False
Malaysia,Business,2019,3,True
Malaysia,Business,2022,0,False
Uruguay,Business,2017,0,True
Spain,Energy Management,2022,2,False
Taiwan,Energy Management,2021,7,False
Chile,Energy Management,2021,0,False
Brazil,Energy Management,2016,4,True
Netherlands,Energy Management,2023,0,False
Bulgaria,Energy Management,2018,0,True
Slovakia,Industry and Manufacturing,2024,0,False
Romania,Industry and Manufacturing,2023,0,False
Germany,Industry and Manufacturing,2020,112,True
Jordan,Industry and Manufacturing,2017,1,True
Portugal,Industry and Manufacturing,2016,1,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2023,5,False
Lithuania,Industry and Manufacturing,2016,1,True
Taiwan,Industry and Manufacturing,2016,8,True
China (mainland),Industry and Manufacturing,2018,1110,True
United Kingdom,Industry and Manufacturing,2018,26,True
Poland,Industry and Manufacturing,2022,1,False
Brazil,Industry and Manufacturing,2016,4,True
Peru,Industry and Manufacturing,2017,0,True
Uruguay,Industry and Manufacturing,2020,1,True
Italy,Life Sciences,2015,4,True
Portugal,Life Sciences,2016,2,True
Switzerland,Life Sciences,2015,1,True
World Intellectual Property Organization (WIPO),Life Sciences,2017,9,True
Australia,Life Sciences,2018,174,True
Singapore,Personal Devices and Computing,2015,15,True
Singapore,Personal Devices and Computing,2016,33,True
France,Personal Devices and Computing,2021,61,False
Belgium,Personal Devices and Computing,2017,0,True
Saudi Arabia,Personal Devices and Computing,2021,0,False
Croatia,Personal Devices and Computing,2018,0,True
Russia,Physical Sciences and Engineering,2015,3,True
Russia,Physical Sciences and Engineering,2016,6,True
Ireland,Physical Sciences and Engineering,2023,0,False
Colombia,Physical Sciences and Engineering,2019,0,True
Colombia,Physical Sciences and Engineering,2024,1,False
Italy,Physical Sciences and Engineering,2022,3,False
Denmark,Physical Sciences and Engineering,2016,1,True
Serbia,Security,2021,0,False
Eurasian Patent Organization,Security,2017,0,True
Tunisia,Security,2022,1,False
Netherlands,Security,2021,1,False
Morocco,Security,2022,0,False
China (mainland),Security,2015,69,True
Denmark,Security,2016,1,True
Singapore,Security,2020,7,True
Chile,Security,2018,0,True
Slovakia,Security,2024,1,False
Greece,Security,2022,1,False
Croatia,Telecommunications,2018,1,True
Mexico,Telecommunications,2016,11,True
Japan,Telecommunications,2023,14,False
Oman,Telecommunications,2016,0,True
Israel,Telecommunications,2015,5,True
Jordan,Telecommunications,2019,0,True
Turkey,Telecommunications,2018,2,True
Singapore,Telecommunications,2018,41,True
Portugal,Telecommunications,2020,2,True
Canada,Transportation,2016,50,True
Poland,Transportation,2020,2,True
Sweden,Transportation,2021,3,False
Lithuania,Transportation,2017,0,True
United States,Transportation,2019,1502,True
Tunisia,Transportation,2021,0,False
Philippines,Transportation,2020,2,True
Belgium,Transportation,2023,0,False
Greece,Agriculture,2017,0,True
Singapore,Agriculture,2018,1,True
Netherlands,Agriculture,2024,0,False
India,Agriculture,2018,2,True
South Korea,Agriculture,2018,83,True
Turkey,Agriculture,2017,0,True
Jordan,Agriculture,2019,0,True
Lithuania,Agriculture,2022,0,False
Czechia,Agriculture,2018,0,True
Bulgaria,All,2015,1,True
Romania,All,2015,6,True
United Kingdom,All,2017,276,True
Italy,All,2017,29,True
United States,All,2024,9,False
Ukraine,All,2015,12,True
Ukraine,All,2017,2,True
Colombia,All,2024,1,False
Canada,All,2020,882,True
France,All,2023,12,False
